gene_id,D1,D3,Z3,Z1,Z2,MS1,D7,D9,ZH2,D4,D5,D6
ENSMUSG00000031535,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000031536,536,332,234,375,309,327,340,348,335,340,287,314
ENSMUSG00000031537,1806,1364,932,1418,1216,1755,1569,1648,1669,1227,1445,1189
ENSMUSG00000031538,10,18,25,11,26,116,33,65,42,33,53,22
ENSMUSG00000031539,42,29,7,16,5,28,17,15,17,27,29,32
ENSMUSG00000031540,1230,1042,711,1619,1413,1775,1185,1355,1586,1052,1310,1032
ENSMUSG00000031543,3,12,2,0,0,5,5,3,1,1,7,6
ENSMUSG00000031545,2442,1624,972,1949,1161,1776,1638,1675,1894,1191,1418,1374
ENSMUSG00000031546,528,503,256,429,349,449,423,329,464,393,348,403
ENSMUSG00000031548,5,0,0,0,0,10,7,1,3,8,13,110
ENSMUSG00000031549,4,6,0,0,8,15,6,2,3,2,5,5
ENSMUSG00000031551,419,124,133,160,144,385,846,574,1300,961,709,588
ENSMUSG00000031552,21,9,1,14,28,10,24,12,10,28,24,18
ENSMUSG00000031553,1,1,0,0,0,1,5,0,1,5,2,1
ENSMUSG00000031554,5,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000031555,1731,1371,533,1870,1598,2490,1926,1660,2010,1961,1939,1808
ENSMUSG00000031556,2388,1910,996,1770,1061,1383,1605,1722,1770,1697,1342,1519
ENSMUSG00000031557,1124,1014,472,1363,1210,1376,1333,1225,1583,1052,1289,1074
ENSMUSG00000031558,16,26,16,44,7,36,42,18,19,32,30,24
ENSMUSG00000031559,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031561,1,0,0,6,0,0,1,3,0,1,0,0
ENSMUSG00000031562,254,129,95,132,108,226,185,125,195,110,170,153
ENSMUSG00000031563,272,234,142,484,318,509,287,296,387,298,423,322
ENSMUSG00000031565,6,1,0,3,0,14,0,2,7,3,7,9
ENSMUSG00000031568,665,494,285,627,584,694,608,609,548,635,576,594
ENSMUSG00000031570,1591,1295,570,1127,1085,1617,1682,1493,1435,1428,1456,1421
ENSMUSG00000031574,108,84,26,82,129,116,74,66,86,68,55,73
ENSMUSG00000031575,1254,1266,564,1371,1173,1556,1357,1115,1464,1115,1303,1215
ENSMUSG00000031576,4,0,3,3,0,6,1,4,3,3,0,0
ENSMUSG00000031577,394,322,162,332,144,319,295,343,290,273,297,295
ENSMUSG00000031578,734,469,544,507,584,617,527,580,536,492,525,410
ENSMUSG00000031583,492,488,223,649,674,810,587,599,673,476,545,467
ENSMUSG00000031584,4396,3803,1780,4357,2869,6162,3903,4185,5235,3548,4083,3970
ENSMUSG00000031585,658,500,336,533,549,446,459,546,522,494,437,475
ENSMUSG00000031586,69,72,79,75,80,130,72,80,79,101,215,152
ENSMUSG00000031590,1464,1453,640,1358,1124,1088,1144,1228,1188,685,879,901
ENSMUSG00000031591,2954,3464,1365,3465,2708,4690,3457,3338,3486,3667,3032,2944
ENSMUSG00000031592,1069,981,530,1313,1307,1839,1219,1075,1305,1086,1250,1013
ENSMUSG00000031594,27,17,5,18,0,14,19,8,20,17,10,18
ENSMUSG00000031595,6,6,5,18,0,5,10,14,7,7,4,2
ENSMUSG00000031596,15,18,3,18,14,23,12,11,13,9,12,8
ENSMUSG00000031600,888,738,459,953,792,1156,858,955,906,722,804,761
ENSMUSG00000031601,1359,1044,562,1133,1079,1348,1008,1086,1118,1050,991,979
ENSMUSG00000031603,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031604,3219,4213,2371,5169,3202,8196,5537,5891,5917,6176,4555,5457
ENSMUSG00000031605,747,709,204,803,639,834,758,639,842,709,685,694
ENSMUSG00000031608,5274,4129,1535,5755,5084,7380,5147,4481,4856,4629,4829,4477
ENSMUSG00000031609,399,244,110,292,204,188,241,238,265,278,257,243
ENSMUSG00000031610,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031613,3603,3647,1356,3376,2013,2243,2313,2229,2753,1721,1421,1585
ENSMUSG00000031616,0,0,0,0,0,0,0,2,0,0,0,1
ENSMUSG00000031617,65,82,55,100,152,223,219,188,151,219,179,154
ENSMUSG00000031618,2000,2401,1020,2153,1384,2688,2308,2373,2698,1939,1859,1901
ENSMUSG00000031620,0,0,0,2,0,0,0,0,0,0,2,0
ENSMUSG00000031621,2178,645,293,512,828,1053,1573,1177,726,970,1231,1009
ENSMUSG00000031622,2408,2011,907,1533,1018,1263,1574,1690,1560,1609,1529,1520
ENSMUSG00000031626,1032,960,517,1316,810,1297,760,776,877,686,646,743
ENSMUSG00000031627,1656,1913,799,1623,941,2101,1403,1513,1791,1037,1330,1272
ENSMUSG00000031628,986,792,455,991,665,1496,1259,998,1701,1441,1163,1168
ENSMUSG00000031629,150,85,57,120,99,195,96,76,105,101,102,78
ENSMUSG00000031631,456,343,203,513,297,539,363,306,375,356,360,351
ENSMUSG00000031633,552,523,328,507,356,459,725,593,595,906,674,748
ENSMUSG00000031634,1130,1108,551,1035,871,971,1064,980,1019,1173,933,1060
ENSMUSG00000031635,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031636,4,4,0,2,0,5,0,0,0,1,3,0
ENSMUSG00000031637,7,13,0,12,18,23,9,18,12,7,10,11
ENSMUSG00000031639,898,802,345,915,805,1560,1137,943,1082,947,858,829
ENSMUSG00000031640,1,1,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000031641,406,364,142,296,200,388,349,289,288,390,336,377
ENSMUSG00000031642,941,951,466,1191,966,1338,783,1000,1065,798,891,860
ENSMUSG00000031644,412,295,134,503,413,491,404,307,379,367,382,369
ENSMUSG00000031645,0,0,0,0,0,0,0,1,1,0,0,0
ENSMUSG00000031647,561,246,243,305,224,376,336,230,363,209,252,230
ENSMUSG00000031651,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031652,1552,1207,616,1358,1114,1694,1224,1301,1500,1173,1409,1134
ENSMUSG00000031654,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031657,498,337,349,557,378,633,541,409,545,515,497,547
ENSMUSG00000031659,86,36,7,58,55,70,62,98,60,66,78,53
ENSMUSG00000031660,1302,1046,658,1175,1092,1124,1066,1025,1072,801,982,887
ENSMUSG00000031661,37,8,10,12,22,28,10,16,15,4,15,10
ENSMUSG00000031662,644,657,239,323,252,413,353,354,479,305,322,414
ENSMUSG00000031665,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031666,799,750,275,929,605,986,744,615,824,493,591,507
ENSMUSG00000031667,1089,886,584,902,580,806,842,836,886,706,682,666
ENSMUSG00000031668,1105,702,305,1149,867,1693,1139,882,1277,973,1223,1034
ENSMUSG00000031669,163,83,95,112,142,124,133,123,124,107,103,101
ENSMUSG00000031671,473,279,242,329,304,332,293,323,346,243,305,249
ENSMUSG00000031672,4030,3337,1783,3478,1976,3582,3411,3414,4416,2963,3091,3117
ENSMUSG00000031673,1,1,0,10,0,20,0,2,7,5,4,4
ENSMUSG00000031681,2144,1978,899,1524,1307,2243,1976,2261,2528,1843,1850,1606
ENSMUSG00000031682,0,0,2,0,0,0,0,0,1,1,0,2
ENSMUSG00000031683,1230,873,553,856,636,723,822,799,880,728,727,719
ENSMUSG00000031684,697,545,333,675,656,916,646,698,782,608,691,586
ENSMUSG00000031688,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000031691,1873,1642,985,1519,1131,1473,1622,1738,1866,1287,1654,1317
ENSMUSG00000031696,1983,2086,837,2685,2227,3730,2556,1954,2708,3257,2288,2602
ENSMUSG00000031697,434,264,250,239,235,373,247,286,307,276,243,277
ENSMUSG00000031698,3,1,0,0,0,7,0,0,0,2,2,0
ENSMUSG00000031700,598,588,386,695,399,669,495,555,593,331,478,326
ENSMUSG00000031701,4090,3491,1475,3615,2620,3806,3790,3474,3481,3138,3237,3174
ENSMUSG00000031703,2012,1602,722,2321,2058,2573,1926,1574,1820,1813,1660,1731
ENSMUSG00000031706,1245,828,556,744,381,742,863,782,878,431,662,536
ENSMUSG00000031708,5221,4505,2012,4359,1615,4170,3632,3645,3983,3118,3278,3154
ENSMUSG00000031709,150,132,96,106,82,246,115,143,231,213,157,161
ENSMUSG00000031710,0,0,0,0,0,0,1,0,0,0,0,4
ENSMUSG00000031711,1117,663,350,733,922,812,810,786,736,832,748,717
ENSMUSG00000031712,259,141,45,139,91,155,181,204,127,113,129,120
ENSMUSG00000031714,543,538,233,565,288,655,428,393,560,408,466,379
ENSMUSG00000031715,2419,1823,911,2714,2910,3262,2436,2144,2635,2550,2521,2454
ENSMUSG00000031722,0,0,0,0,5,0,0,2,0,1,3,2
ENSMUSG00000031723,251,270,176,192,136,160,189,187,183,160,152,154
ENSMUSG00000031725,2192,1003,342,653,716,895,1489,751,1130,631,555,672
ENSMUSG00000031727,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031728,557,440,405,351,352,309,273,300,369,186,251,192
ENSMUSG00000031729,3708,3206,1502,2709,1944,3311,2959,3206,3034,2316,2524,2018
ENSMUSG00000031730,477,404,240,378,224,371,337,300,387,261,335,374
ENSMUSG00000031731,843,626,370,1368,898,1814,1072,897,1290,1047,1025,1054
ENSMUSG00000031732,1031,969,543,872,511,911,665,940,1117,535,632,560
ENSMUSG00000031734,1,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000031736,3,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031737,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031738,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031740,24,6,14,14,35,14,17,10,9,16,12,7
ENSMUSG00000031748,49,25,20,24,49,31,27,8,24,23,14,23
ENSMUSG00000031749,38,22,3,30,8,25,18,14,7,10,22,25
ENSMUSG00000031750,115,171,27,91,31,120,152,194,185,129,141,127
ENSMUSG00000031751,3948,3400,1426,3378,2189,3967,3068,3298,3509,2406,2797,2601
ENSMUSG00000031753,1735,1417,757,1361,1069,1313,1519,1385,1495,1291,1158,1176
ENSMUSG00000031754,1098,1005,369,1100,684,942,862,820,921,997,736,829
ENSMUSG00000031755,293,207,106,199,112,155,185,157,171,140,176,140
ENSMUSG00000031756,194,143,77,176,96,199,110,109,115,93,79,118
ENSMUSG00000031757,7,2,0,4,7,0,0,1,4,3,0,5
ENSMUSG00000031758,17,4,0,17,0,13,24,4,9,2,9,12
ENSMUSG00000031760,304,76,78,78,46,30,68,54,84,45,76,48
ENSMUSG00000031762,2934,1735,3089,970,3192,1179,215,535,1279,2229,1928,1322
ENSMUSG00000031765,7802,4707,5543,2511,5174,3554,1072,2077,3188,4426,3901,3385
ENSMUSG00000031766,2,6,4,7,0,12,1,5,5,0,5,1
ENSMUSG00000031767,316,328,75,227,226,314,412,217,223,252,290,244
ENSMUSG00000031770,4561,3657,1810,3488,2126,4001,2826,3116,3686,3303,3660,3347
ENSMUSG00000031772,0,0,0,0,14,0,0,0,1,0,0,0
ENSMUSG00000031774,1515,1352,665,977,728,1042,1027,1128,1035,750,899,771
ENSMUSG00000031775,3515,3734,964,2330,1032,2809,2563,2819,2548,1852,2435,2205
ENSMUSG00000031776,2265,2226,1259,2086,1297,2140,1883,2296,2106,1397,1611,1497
ENSMUSG00000031778,2191,1739,837,1494,1058,2139,1778,1970,1978,1400,2109,1622
ENSMUSG00000031779,8,0,0,1,0,6,2,2,5,4,7,2
ENSMUSG00000031780,1,2,0,0,0,0,0,0,0,1,1,1
ENSMUSG00000031781,1242,841,413,834,573,911,735,961,918,784,834,885
ENSMUSG00000031782,2924,2502,1266,2024,1290,1923,2044,2072,2037,1246,1567,1550
ENSMUSG00000031783,1325,1002,494,869,613,783,810,1003,973,766,763,755
ENSMUSG00000031785,2012,1715,752,2036,1379,2360,1608,1336,1633,1439,1803,1639
ENSMUSG00000031786,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031787,679,583,330,543,316,574,523,474,567,331,406,332
ENSMUSG00000031788,804,917,248,625,189,787,869,773,931,617,722,668
ENSMUSG00000031789,0,0,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000031790,3104,2492,1273,2493,1597,2889,2390,2342,3260,2004,3421,2373
ENSMUSG00000031791,120,69,28,79,37,41,63,55,49,18,41,45
ENSMUSG00000031792,641,696,316,487,360,508,525,581,583,499,538,482
ENSMUSG00000031796,920,710,385,677,461,606,615,587,601,528,523,560
ENSMUSG00000031799,3521,2778,1428,3377,2612,3464,2672,2835,2867,2208,2439,2277
ENSMUSG00000031802,0,0,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000031803,7530,4502,2404,6486,4129,6804,9480,7332,5405,3962,4676,4154
ENSMUSG00000031805,910,765,410,689,314,880,841,983,939,799,929,809
ENSMUSG00000031807,3803,3008,2182,2561,883,1904,2235,2345,2005,2167,1825,1953
ENSMUSG00000031808,1251,715,430,702,465,716,671,559,642,341,544,509
ENSMUSG00000031809,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000031811,421,374,225,362,195,264,257,309,309,175,299,236
ENSMUSG00000031812,3628,3679,1680,2975,1725,2578,2814,3299,2681,2361,2381,2068
ENSMUSG00000031813,2330,1893,1449,1603,880,1157,1616,1734,1568,1549,1387,1549
ENSMUSG00000031816,638,463,253,391,311,342,464,383,471,373,352,437
ENSMUSG00000031818,28647,25019,12594,18769,11520,11702,16497,19159,18819,11328,13002,12987
ENSMUSG00000031819,1440,997,622,983,548,822,922,997,1111,810,908,874
ENSMUSG00000031820,2016,1756,972,1615,909,1290,1415,1499,1560,1126,1140,1144
ENSMUSG00000031821,438,296,195,268,204,301,320,197,272,298,250,244
ENSMUSG00000031822,576,557,277,836,335,1030,980,728,1122,738,948,824
ENSMUSG00000031823,2874,2378,1213,2152,1124,1722,2154,2594,2377,1388,1672,1518
ENSMUSG00000031824,1845,1253,725,1176,1018,1529,1843,2172,1777,1851,2064,1747
ENSMUSG00000031825,0,0,0,0,0,3,0,0,0,3,0,0
ENSMUSG00000031826,1631,1102,820,1334,816,1472,1164,1224,1365,1184,1387,1114
ENSMUSG00000031827,2914,2351,1347,2318,999,1695,1937,1996,2512,1581,1789,1738
ENSMUSG00000031828,176,232,156,165,52,149,139,139,181,115,176,115
ENSMUSG00000031831,37,50,35,29,12,43,58,40,38,25,45,32
ENSMUSG00000031832,674,453,337,375,234,356,425,487,410,339,505,364
ENSMUSG00000031833,536,443,346,524,291,494,523,460,458,291,427,374
ENSMUSG00000031834,1879,1850,825,1543,887,1445,1429,1522,1863,1085,1539,1334
ENSMUSG00000031835,3092,2670,1236,3046,1971,3102,2959,2450,3042,2231,2335,2313
ENSMUSG00000031837,2,0,0,3,0,0,0,0,0,0,3,0
ENSMUSG00000031838,4024,3593,1924,3173,2692,2761,2426,2819,2957,2859,2467,2402
ENSMUSG00000031839,2953,2410,1267,2128,1446,1710,2008,2326,2109,1935,1770,1854
ENSMUSG00000031840,388,285,150,229,100,149,179,237,249,187,237,197
ENSMUSG00000031841,0,2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031842,35,21,27,11,0,20,3,20,18,13,21,23
ENSMUSG00000031843,549,370,264,436,331,429,429,489,433,462,406,412
ENSMUSG00000031844,2454,3474,910,2195,711,1439,2232,1954,2035,1421,1840,1939
ENSMUSG00000031845,58,49,56,36,30,40,37,73,94,40,38,42
ENSMUSG00000031847,44,30,7,42,96,47,43,33,37,30,35,12
ENSMUSG00000031848,3991,2971,1931,2397,951,1471,2511,2630,2529,1494,1772,1952
ENSMUSG00000031849,8,4,4,0,0,7,8,7,7,3,3,2
ENSMUSG00000031851,614,480,211,385,218,397,426,395,423,336,357,341
ENSMUSG00000031853,1970,1198,989,1788,1439,1427,1288,1250,1355,924,1157,1038
ENSMUSG00000031858,1881,1782,1084,1657,1084,1771,1476,1547,1749,1419,1659,1502
ENSMUSG00000031860,5,1,0,3,0,9,1,2,2,0,1,1
ENSMUSG00000031861,97,48,21,74,99,70,64,61,39,27,30,42
ENSMUSG00000031862,3198,2290,1897,2315,1516,3105,2375,2546,2864,1784,2221,1948
ENSMUSG00000031864,970,743,348,823,581,915,896,677,780,560,596,670
ENSMUSG00000031865,3517,3478,1394,3442,1951,3133,3361,2937,3965,2556,2873,2857
ENSMUSG00000031870,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031871,0,0,0,5,0,0,0,0,2,0,0,2
ENSMUSG00000031872,2,3,0,0,0,0,1,1,2,0,2,0
ENSMUSG00000031875,27,31,22,36,14,12,15,16,15,24,23,24
ENSMUSG00000031876,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000031877,944,1146,283,748,636,1881,837,1543,1617,845,1529,1170
ENSMUSG00000031878,719,700,307,818,512,913,654,692,787,822,665,679
ENSMUSG00000031879,1155,1114,409,668,341,561,874,870,988,481,583,633
ENSMUSG00000031880,4,3,4,0,8,0,5,0,7,5,2,6
ENSMUSG00000031881,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000031883,21,18,9,18,0,11,9,13,5,9,3,5
ENSMUSG00000031884,14,16,3,11,0,23,20,9,25,13,4,5
ENSMUSG00000031885,1333,1136,531,1380,996,1441,1022,1027,1169,975,1095,1019
ENSMUSG00000031886,5499,5323,1915,3609,3299,6172,4702,4817,5570,5705,4178,4739
ENSMUSG00000031887,2963,3150,1328,2217,975,2087,2429,2606,2766,1513,1753,1700
ENSMUSG00000031889,405,331,104,390,176,481,363,385,405,333,358,300
ENSMUSG00000031891,8853,9384,2396,8763,3339,8561,5564,6028,6445,3386,5132,5302
ENSMUSG00000031893,3,9,1,5,0,0,3,5,3,1,0,3
ENSMUSG00000031896,87,61,62,59,38,31,20,56,37,33,34,25
ENSMUSG00000031897,7380,6477,3565,4915,2006,3689,6463,6709,7197,6142,4605,5022
ENSMUSG00000031898,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031901,220,164,117,209,156,156,184,190,185,142,175,190
ENSMUSG00000031902,1858,1329,779,2016,1446,2530,1455,1693,1744,1561,1727,1512
ENSMUSG00000031903,204,143,80,146,77,164,118,161,177,91,137,125
ENSMUSG00000031904,497,243,263,443,466,467,355,338,391,401,423,384
ENSMUSG00000031906,1927,1859,818,2594,1489,3084,2724,2380,3216,2681,3152,2579
ENSMUSG00000031907,19,18,1,29,19,27,34,16,25,13,25,17
ENSMUSG00000031910,17,10,0,11,25,25,23,19,16,14,27,11
ENSMUSG00000031913,1278,1284,562,1199,869,1002,1075,1127,1057,875,960,820
ENSMUSG00000031916,998,743,404,894,559,775,854,796,867,672,815,834
ENSMUSG00000031917,734,464,306,481,311,463,450,505,476,616,462,554
ENSMUSG00000031918,1032,978,425,1203,1014,1539,1085,945,1240,980,931,933
ENSMUSG00000031919,72,27,10,49,78,51,33,27,45,57,36,25
ENSMUSG00000031921,677,561,470,522,597,552,514,525,535,318,441,439
ENSMUSG00000031922,762,654,309,619,468,876,589,545,615,605,502,587
ENSMUSG00000031924,9705,7330,4881,9183,6827,10084,7756,8279,9980,6859,7384,7547
ENSMUSG00000031925,10,8,17,12,9,24,4,9,13,7,18,10
ENSMUSG00000031927,2,0,0,0,0,0,0,0,1,0,0,1
ENSMUSG00000031928,510,411,256,502,348,694,462,406,454,414,434,407
ENSMUSG00000031930,3004,3622,1894,2429,1441,2148,2549,2601,3127,1730,1953,1834
ENSMUSG00000031931,375,242,188,372,254,411,384,284,362,318,262,341
ENSMUSG00000031932,40,30,9,28,7,34,1,9,11,4,3,10
ENSMUSG00000031933,1,0,0,1,0,0,0,1,0,2,1,1
ENSMUSG00000031934,1186,804,444,654,581,1021,756,738,879,668,666,750
ENSMUSG00000031935,910,812,481,862,742,812,835,761,907,948,788,856
ENSMUSG00000031936,7,0,0,2,0,1,0,1,0,0,4,1
ENSMUSG00000031937,486,402,220,246,155,300,381,396,459,312,295,320
ENSMUSG00000031938,3184,2161,1056,1878,1718,2570,2553,2295,3166,1724,2373,2283
ENSMUSG00000031939,826,714,441,654,997,835,692,613,624,717,639,708
ENSMUSG00000031948,4325,4443,2366,4470,2280,4356,4429,4427,5173,3653,3664,3584
ENSMUSG00000031949,130,85,55,94,83,113,81,90,86,72,99,79
ENSMUSG00000031950,1611,1402,560,1294,903,1215,1144,1338,1311,1010,943,960
ENSMUSG00000031951,89,108,83,91,47,108,77,96,97,77,65,78
ENSMUSG00000031952,1,4,0,4,0,0,4,3,0,0,3,0
ENSMUSG00000031953,225,231,99,332,350,342,270,279,348,231,255,237
ENSMUSG00000031954,1542,1255,630,1254,1204,973,1162,1262,1220,1354,1081,1131
ENSMUSG00000031955,2023,1815,801,1624,840,1771,1750,1778,1834,1583,1890,1690
ENSMUSG00000031957,2,1,0,33,0,0,0,0,6,0,0,2
ENSMUSG00000031958,166,183,70,187,106,270,209,142,188,144,142,174
ENSMUSG00000031959,371,323,125,451,294,509,313,302,330,246,266,316
ENSMUSG00000031960,4192,3433,1755,3178,2180,3292,3263,3274,3712,3044,3228,3161
ENSMUSG00000031962,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031963,9,8,7,2,0,10,11,3,11,6,9,3
ENSMUSG00000031965,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031966,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031967,1747,1432,728,1455,878,1391,1393,1502,1639,991,1318,1154
ENSMUSG00000031969,1283,1263,493,1047,632,874,946,1020,997,835,808,889
ENSMUSG00000031970,31,18,17,22,50,58,24,22,40,40,23,18
ENSMUSG00000031971,103,107,52,78,83,64,77,71,78,71,59,40
ENSMUSG00000031972,165,100,56,119,50,96,60,66,150,36,101,84
ENSMUSG00000031974,855,739,577,877,678,1165,873,880,1158,935,831,880
ENSMUSG00000031976,400,364,186,469,423,614,430,441,544,367,461,478
ENSMUSG00000031979,1598,1425,997,1499,1082,1720,1545,1485,1518,1426,1419,1346
ENSMUSG00000031980,237,202,73,158,107,153,153,111,127,125,113,110
ENSMUSG00000031981,829,804,342,695,371,429,840,921,913,408,457,339
ENSMUSG00000031982,126,116,77,124,88,101,63,113,79,79,126,108
ENSMUSG00000031983,949,754,387,655,533,861,685,700,706,499,707,690
ENSMUSG00000031984,588,372,193,440,333,435,459,339,475,436,402,421
ENSMUSG00000031985,1423,1144,644,1257,937,1546,1156,1151,1267,1034,1088,1030
ENSMUSG00000031986,151,125,46,248,180,267,205,229,254,250,249,243
ENSMUSG00000031987,1614,1466,631,1336,985,1222,1249,1223,1448,951,1329,1150
ENSMUSG00000031988,1444,1226,560,1451,869,1407,1179,1117,1280,959,1082,1126
ENSMUSG00000031990,13,6,0,4,3,35,14,16,21,17,9,13
ENSMUSG00000031991,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000031993,952,873,509,1018,714,1217,985,971,1051,880,901,859
ENSMUSG00000031994,0,0,0,0,16,4,0,1,0,1,0,0
ENSMUSG00000031995,11135,10282,6926,8421,5325,10245,9371,10419,11265,6580,7931,7279
ENSMUSG00000031996,5302,5414,2593,5326,3699,6756,4449,4573,5016,3769,4765,4161
ENSMUSG00000031997,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031998,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032000,1701,1643,741,1613,1199,2593,1783,1499,1909,1331,1618,1476
ENSMUSG00000032002,1248,1046,603,1043,1044,925,1068,1067,836,1138,997,1129
ENSMUSG00000032006,8,3,0,2,0,10,12,0,3,5,6,3
ENSMUSG00000032009,111,78,77,175,161,233,74,62,137,125,114,100
ENSMUSG00000032010,622,505,322,367,159,274,504,839,754,383,359,404
ENSMUSG00000032011,91,32,28,32,24,31,44,25,68,49,44,41
ENSMUSG00000032012,777,402,405,472,464,449,387,445,542,280,430,370
ENSMUSG00000032013,31,19,0,10,40,45,38,42,18,50,57,47
ENSMUSG00000032014,335,343,175,221,143,227,247,278,327,213,289,351
ENSMUSG00000032015,56,27,17,47,14,30,26,29,47,28,23,27
ENSMUSG00000032017,0,0,0,0,0,5,0,0,0,0,0,0
ENSMUSG00000032018,1512,1640,915,1886,1652,2958,2208,2232,2353,2063,2079,1965
ENSMUSG00000032020,46,30,18,26,31,64,65,39,41,33,48,53
ENSMUSG00000032021,7,2,8,1,0,5,4,13,5,7,7,10
ENSMUSG00000032023,1,2,0,1,0,4,0,0,0,2,2,2
ENSMUSG00000032024,203,234,121,273,54,260,133,162,134,146,151,129
ENSMUSG00000032026,975,717,516,836,534,688,656,728,779,625,593,645
ENSMUSG00000032028,3635,5010,2978,5279,1391,1759,1863,2497,3062,1328,1387,1396
ENSMUSG00000032030,684,709,352,781,592,885,700,661,762,715,743,643
ENSMUSG00000032033,97,121,56,124,68,169,100,86,145,102,156,137
ENSMUSG00000032034,0,0,1,3,19,2,0,0,0,0,0,0
ENSMUSG00000032035,141,74,56,118,85,99,68,76,94,74,103,102
ENSMUSG00000032036,17,33,28,10,0,18,44,23,18,22,19,16
ENSMUSG00000032038,5881,7090,2957,4321,3533,4836,7618,6019,6756,4359,4267,3861
ENSMUSG00000032040,609,625,239,551,205,499,580,528,577,447,394,460
ENSMUSG00000032041,133,93,111,277,145,326,218,184,260,190,256,195
ENSMUSG00000032042,4103,2900,1393,3503,3211,4914,3965,3584,3883,2533,3614,3234
ENSMUSG00000032044,520,430,227,413,268,272,311,353,294,318,301,338
ENSMUSG00000032046,979,875,469,808,548,711,840,760,947,576,606,575
ENSMUSG00000032047,4440,4485,1732,4560,2404,3758,4034,3547,3975,4292,3344,3981
ENSMUSG00000032048,0,0,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000032050,666,655,248,958,168,652,418,420,530,233,379,302
ENSMUSG00000032051,1083,1040,341,823,470,663,915,778,803,866,768,914
ENSMUSG00000032053,3,3,20,2,0,9,4,1,0,5,0,2
ENSMUSG00000032056,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032057,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032058,914,874,325,1226,844,1489,1049,947,1021,951,1010,871
ENSMUSG00000032059,1279,881,311,1128,826,1378,1185,1121,1234,976,1140,1072
ENSMUSG00000032060,5,1,5,3,0,2,3,1,0,4,2,1
ENSMUSG00000032062,411,339,213,300,148,299,289,292,265,312,285,289
ENSMUSG00000032064,299,112,101,163,273,186,212,136,136,140,169,130
ENSMUSG00000032065,32,35,16,48,54,90,84,41,44,87,61,58
ENSMUSG00000032066,428,465,159,266,317,551,422,439,294,407,449,413
ENSMUSG00000032067,1297,1005,620,975,882,880,1072,885,895,631,821,764
ENSMUSG00000032068,19223,12592,4354,6767,9173,21660,14198,17601,19075,16931,17458,12325
ENSMUSG00000032076,16,10,9,15,12,4,9,12,15,11,3,13
ENSMUSG00000032077,405,316,147,293,198,266,263,297,303,194,223,243
ENSMUSG00000032078,1134,762,695,824,573,680,754,720,755,701,702,695
ENSMUSG00000032079,3,1,0,6,0,0,0,0,3,0,0,0
ENSMUSG00000032080,1,1,46,24,0,0,0,0,0,0,0,0
ENSMUSG00000032081,1,6,2,4,0,3,0,0,1,0,0,1
ENSMUSG00000032083,156,2,75,32,0,0,0,4,4,2,2,0
ENSMUSG00000032085,374,248,134,248,236,473,355,347,322,236,343,292
ENSMUSG00000032086,479,356,188,557,482,642,420,372,504,416,552,418
ENSMUSG00000032087,5,4,0,1,0,4,1,3,0,2,0,0
ENSMUSG00000032089,7,5,8,5,0,8,5,9,14,9,13,7
ENSMUSG00000032091,4197,4033,1758,3622,2334,4266,4289,4093,4818,4072,3914,3698
ENSMUSG00000032092,1391,1196,490,1387,887,1377,1224,1126,1375,716,939,988
ENSMUSG00000032093,85,41,6,35,0,43,32,55,93,41,47,43
ENSMUSG00000032094,31,35,4,29,7,9,21,23,38,23,19,27
