gene_id,MP1,MP2
ENSMUSG00000005320,862,328
ENSMUSG00000023027,849,341
ENSMUSG00000023967,744,446
ENSMUSG00000042557,784,406
ENSMUSG00000021905,639,550
ENSMUSG00000027203,706,483
ENSMUSG00000035696,780,409
ENSMUSG00000031969,743,446
ENSMUSG00000021540,833,354
ENSMUSG00000024972,713,474
ENSMUSG00000028907,855,332
ENSMUSG00000030421,789,398
ENSMUSG00000023960,828,358
ENSMUSG00000038383,740,446
ENSMUSG00000003363,869,317
ENSMUSG00000026435,978,207
ENSMUSG00000002804,711,474
ENSMUSG00000024743,664,521
ENSMUSG00000057177,861,324
ENSMUSG00000015016,679,506
ENSMUSG00000034543,784,400
ENSMUSG00000027708,825,359
ENSMUSG00000003808,908,276
ENSMUSG00000026365,968,215
ENSMUSG00000071269,766,417
ENSMUSG00000022957,685,498
ENSMUSG00000000958,854,328
ENSMUSG00000024561,855,327
ENSMUSG00000042041,898,284
ENSMUSG00000019797,777,404
ENSMUSG00000019891,860,321
ENSMUSG00000049686,869,312
ENSMUSG00000014551,828,353
ENSMUSG00000074358,690,491
ENSMUSG00000036712,790,391
ENSMUSG00000045193,606,574
ENSMUSG00000053846,945,235
ENSMUSG00000036160,829,351
ENSMUSG00000046971,812,368
ENSMUSG00000027475,897,283
ENSMUSG00000060961,861,319
ENSMUSG00000071477,691,489
ENSMUSG00000026510,891,288
ENSMUSG00000019951,867,312
ENSMUSG00000049960,690,489
ENSMUSG00000032508,800,379
ENSMUSG00000025958,794,384
ENSMUSG00000049680,759,419
ENSMUSG00000001751,801,377
ENSMUSG00000023852,844,334
ENSMUSG00000028636,776,402
ENSMUSG00000021224,807,370
ENSMUSG00000025512,650,527
ENSMUSG00000022131,742,434
ENSMUSG00000010830,742,434
ENSMUSG00000030016,840,336
ENSMUSG00000022286,791,384
ENSMUSG00000005936,701,473
ENSMUSG00000037514,852,322
ENSMUSG00000029759,919,255
ENSMUSG00000001670,823,350
ENSMUSG00000004393,728,444
ENSMUSG00000029056,642,530
ENSMUSG00000029781,867,305
ENSMUSG00000031993,797,375
ENSMUSG00000020806,824,346
ENSMUSG00000028793,836,334
ENSMUSG00000048897,807,363
ENSMUSG00000041781,856,313
ENSMUSG00000023030,846,323
ENSMUSG00000034108,664,505
ENSMUSG00000029655,811,358
ENSMUSG00000013997,765,403
ENSMUSG00000021785,779,389
ENSMUSG00000025413,811,357
ENSMUSG00000039623,664,504
ENSMUSG00000056220,897,270
ENSMUSG00000002580,810,357
ENSMUSG00000027472,751,416
ENSMUSG00000052539,862,305
ENSMUSG00000004552,744,422
ENSMUSG00000020549,783,383
ENSMUSG00000035299,709,457
ENSMUSG00000022141,803,362
ENSMUSG00000034636,869,296
ENSMUSG00000021040,721,443
ENSMUSG00000022194,830,334
ENSMUSG00000024889,786,378
ENSMUSG00000019850,962,201
ENSMUSG00000020130,849,314
ENSMUSG00000040354,758,405
ENSMUSG00000062127,851,312
ENSMUSG00000040204,670,493
ENSMUSG00000031333,855,308
ENSMUSG00000017929,845,317
ENSMUSG00000029673,721,440
ENSMUSG00000079677,609,552
ENSMUSG00000026280,729,431
ENSMUSG00000027244,648,512
ENSMUSG00000030327,863,296
ENSMUSG00000035186,1121,37
ENSMUSG00000031511,779,379
ENSMUSG00000020537,682,475
ENSMUSG00000003200,733,424
ENSMUSG00000035000,774,383
ENSMUSG00000024104,640,517
ENSMUSG00000032058,871,286
ENSMUSG00000031337,898,259
ENSMUSG00000033581,785,371
ENSMUSG00000004642,804,352
ENSMUSG00000055013,800,355
ENSMUSG00000021076,843,311
ENSMUSG00000058318,808,346
ENSMUSG00000025466,661,493
ENSMUSG00000026377,884,269
ENSMUSG00000047514,864,289
ENSMUSG00000019942,711,442
ENSMUSG00000020823,845,308
ENSMUSG00000026816,688,465
ENSMUSG00000028873,538,615
ENSMUSG00000022721,839,313
ENSMUSG00000035772,850,302
ENSMUSG00000068856,838,314
ENSMUSG00000023072,536,616
ENSMUSG00000042228,861,290
ENSMUSG00000045795,645,506
ENSMUSG00000006398,653,497
ENSMUSG00000035469,812,337
ENSMUSG00000042766,719,430
ENSMUSG00000063884,709,440
ENSMUSG00000045160,659,490
ENSMUSG00000030849,742,407
ENSMUSG00000062031,687,462
ENSMUSG00000031667,807,342
ENSMUSG00000035172,689,459
ENSMUSG00000027822,899,249
ENSMUSG00000028399,811,337
ENSMUSG00000025907,775,371
ENSMUSG00000021413,829,317
ENSMUSG00000037349,880,266
ENSMUSG00000032398,600,546
ENSMUSG00000033237,864,281
ENSMUSG00000005899,651,494
ENSMUSG00000024101,688,457
ENSMUSG00000046020,800,345
ENSMUSG00000038203,766,379
ENSMUSG00000006599,724,421
ENSMUSG00000023051,689,455
ENSMUSG00000003531,676,468
ENSMUSG00000020064,754,389
ENSMUSG00000025173,838,305
ENSMUSG00000054252,575,568
ENSMUSG00000042207,767,375
ENSMUSG00000062729,676,466
ENSMUSG00000054716,551,591
ENSMUSG00000037953,798,344
ENSMUSG00000000711,758,383
ENSMUSG00000079658,807,333
ENSMUSG00000026078,817,323
ENSMUSG00000021033,633,507
ENSMUSG00000022750,802,338
ENSMUSG00000025025,749,391
ENSMUSG00000026662,688,452
ENSMUSG00000034189,557,583
ENSMUSG00000038697,856,284
ENSMUSG00000033382,857,282
ENSMUSG00000029192,843,296
ENSMUSG00000020328,758,380
ENSMUSG00000018412,758,380
ENSMUSG00000020687,818,320
ENSMUSG00000022556,747,391
ENSMUSG00000005672,719,419
ENSMUSG00000032599,589,549
ENSMUSG00000024511,727,410
ENSMUSG00000042997,853,284
ENSMUSG00000020740,787,349
ENSMUSG00000027540,840,296
ENSMUSG00000027938,711,425
ENSMUSG00000061455,677,459
ENSMUSG00000032440,875,261
ENSMUSG00000038351,655,480
ENSMUSG00000045410,705,430
ENSMUSG00000022992,754,381
ENSMUSG00000032905,790,345
ENSMUSG00000027498,694,441
ENSMUSG00000040351,844,291
ENSMUSG00000002345,708,427
ENSMUSG00000059355,759,376
ENSMUSG00000021693,770,364
ENSMUSG00000069729,727,407
ENSMUSG00000028700,771,363
ENSMUSG00000031732,892,242
ENSMUSG00000035873,914,219
ENSMUSG00000028454,679,454
ENSMUSG00000025484,669,464
ENSMUSG00000073725,818,314
ENSMUSG00000024383,878,254
ENSMUSG00000017286,830,301
ENSMUSG00000047423,574,557
ENSMUSG00000028565,669,462
ENSMUSG00000004568,705,426
ENSMUSG00000026171,685,445
ENSMUSG00000027011,829,301
ENSMUSG00000039967,826,304
ENSMUSG00000038127,771,358
ENSMUSG00000028028,767,362
ENSMUSG00000041313,786,343
ENSMUSG00000002205,711,418
ENSMUSG00000047921,731,397
ENSMUSG00000009035,810,317
ENSMUSG00000028608,684,443
ENSMUSG00000041827,614,513
ENSMUSG00000042831,672,455
ENSMUSG00000026491,790,335
ENSMUSG00000021866,822,303
ENSMUSG00000022706,657,468
ENSMUSG00000040957,807,318
ENSMUSG00000041219,639,486
ENSMUSG00000026271,729,395
ENSMUSG00000026608,753,371
ENSMUSG00000038909,798,326
ENSMUSG00000021417,604,520
ENSMUSG00000021978,763,361
ENSMUSG00000022967,780,344
ENSMUSG00000028053,872,252
ENSMUSG00000060152,617,507
ENSMUSG00000025648,656,468
ENSMUSG00000073598,663,459
ENSMUSG00000030095,863,259
ENSMUSG00000041879,642,479
ENSMUSG00000021990,745,376
ENSMUSG00000063800,809,312
ENSMUSG00000053470,765,355
ENSMUSG00000024442,617,502
ENSMUSG00000066090,628,491
ENSMUSG00000090867,758,360
ENSMUSG00000067231,749,369
ENSMUSG00000032869,716,402
ENSMUSG00000028532,692,426
ENSMUSG00000072692,568,550
ENSMUSG00000057092,840,278
ENSMUSG00000087412,711,407
ENSMUSG00000031431,767,351
ENSMUSG00000020794,843,274
ENSMUSG00000057138,495,622
ENSMUSG00000066149,699,418
ENSMUSG00000057497,834,283
ENSMUSG00000026413,803,313
ENSMUSG00000044573,711,405
ENSMUSG00000026869,769,347
ENSMUSG00000027589,708,408
ENSMUSG00000028378,781,335
ENSMUSG00000072571,701,414
ENSMUSG00000027131,836,279
ENSMUSG00000041530,788,327
ENSMUSG00000040521,820,294
ENSMUSG00000022800,735,379
ENSMUSG00000028847,879,235
ENSMUSG00000006442,709,405
ENSMUSG00000074004,776,338
ENSMUSG00000048039,841,271
ENSMUSG00000033671,796,315
ENSMUSG00000079507,442,669
ENSMUSG00000041362,827,284
ENSMUSG00000034724,792,319
ENSMUSG00000018921,584,526
ENSMUSG00000038013,823,287
ENSMUSG00000062353,573,537
ENSMUSG00000022407,646,463
ENSMUSG00000079742,612,497
ENSMUSG00000042903,619,490
ENSMUSG00000018160,752,356
ENSMUSG00000034867,804,304
ENSMUSG00000035575,804,303
ENSMUSG00000059323,613,494
ENSMUSG00000019158,734,373
ENSMUSG00000028149,822,284
ENSMUSG00000032763,842,263
ENSMUSG00000027624,681,424
ENSMUSG00000052698,774,331
ENSMUSG00000050029,815,290
ENSMUSG00000021051,778,326
ENSMUSG00000021573,848,256
ENSMUSG00000024191,680,424
ENSMUSG00000031711,781,323
ENSMUSG00000026275,651,452
ENSMUSG00000052593,753,350
ENSMUSG00000040969,685,418
ENSMUSG00000026849,786,316
ENSMUSG00000042216,711,391
ENSMUSG00000069539,811,290
ENSMUSG00000056268,771,329
ENSMUSG00000051355,718,382
ENSMUSG00000022119,822,278
ENSMUSG00000025198,877,223
ENSMUSG00000051256,785,315
ENSMUSG00000086859,722,377
ENSMUSG00000021258,737,362
ENSMUSG00000036046,683,416
ENSMUSG00000074212,836,263
ENSMUSG00000040268,809,290
ENSMUSG00000019849,848,250
ENSMUSG00000064030,653,445
ENSMUSG00000019923,763,334
ENSMUSG00000024847,675,422
ENSMUSG00000027134,842,255
ENSMUSG00000042333,672,425
ENSMUSG00000032215,760,337
ENSMUSG00000071654,616,480
ENSMUSG00000061981,681,414
ENSMUSG00000025384,604,491
ENSMUSG00000039844,677,418
ENSMUSG00000068580,642,453
ENSMUSG00000020142,762,332
ENSMUSG00000022817,798,296
ENSMUSG00000043782,746,348
ENSMUSG00000024259,760,334
ENSMUSG00000028920,646,448
ENSMUSG00000008435,712,382
ENSMUSG00000030590,690,404
ENSMUSG00000003271,794,300
ENSMUSG00000048379,826,267
ENSMUSG00000024381,627,466
ENSMUSG00000037475,784,309
ENSMUSG00000020180,826,266
ENSMUSG00000034274,681,411
ENSMUSG00000025571,647,445
ENSMUSG00000015247,833,259
ENSMUSG00000044876,571,521
ENSMUSG00000026721,828,263
ENSMUSG00000069844,734,357
ENSMUSG00000024037,623,468
ENSMUSG00000025024,761,330
ENSMUSG00000003752,742,349
ENSMUSG00000040549,690,400
ENSMUSG00000061848,697,392
ENSMUSG00000001082,676,413
ENSMUSG00000029598,684,405
ENSMUSG00000015149,670,419
ENSMUSG00000056153,868,220
ENSMUSG00000053536,828,260
ENSMUSG00000045328,524,564
ENSMUSG00000000355,806,282
ENSMUSG00000016757,777,310
ENSMUSG00000051390,747,340
ENSMUSG00000029199,692,395
ENSMUSG00000015217,692,395
ENSMUSG00000033257,817,269
ENSMUSG00000033111,650,436
ENSMUSG00000036197,785,301
ENSMUSG00000051154,783,303
ENSMUSG00000032555,684,402
ENSMUSG00000085396,678,408
ENSMUSG00000006920,701,384
ENSMUSG00000040888,642,443
ENSMUSG00000027602,609,476
ENSMUSG00000016933,756,329
ENSMUSG00000042599,790,295
ENSMUSG00000039745,692,393
ENSMUSG00000009772,637,447
ENSMUSG00000020826,898,186
ENSMUSG00000023572,777,307
ENSMUSG00000029462,784,300
ENSMUSG00000031939,710,374
ENSMUSG00000028609,789,294
ENSMUSG00000032217,765,318
ENSMUSG00000019864,621,461
ENSMUSG00000052373,834,248
ENSMUSG00000055897,642,440
ENSMUSG00000029173,690,392
ENSMUSG00000063931,770,312
ENSMUSG00000041360,765,316
ENSMUSG00000018209,860,221
ENSMUSG00000001157,768,313
ENSMUSG00000038371,747,334
ENSMUSG00000031557,826,255
ENSMUSG00000039199,633,448
ENSMUSG00000031983,772,309
ENSMUSG00000010660,713,368
ENSMUSG00000009566,753,327
ENSMUSG00000030935,758,322
ENSMUSG00000057193,673,407
ENSMUSG00000031399,749,331
ENSMUSG00000036257,762,317
ENSMUSG00000042292,623,456
ENSMUSG00000017978,713,366
ENSMUSG00000022295,704,374
ENSMUSG00000023971,718,360
ENSMUSG00000040771,656,422
ENSMUSG00000027163,653,425
ENSMUSG00000028560,733,345
ENSMUSG00000030061,714,364
ENSMUSG00000002342,747,331
ENSMUSG00000037070,781,297
ENSMUSG00000017713,671,406
ENSMUSG00000032727,629,448
ENSMUSG00000039456,843,234
ENSMUSG00000061979,656,421
ENSMUSG00000030982,725,352
ENSMUSG00000052488,755,322
ENSMUSG00000005410,634,443
ENSMUSG00000006127,590,486
ENSMUSG00000024976,809,267
ENSMUSG00000025583,636,439
ENSMUSG00000036282,821,254
ENSMUSG00000034259,686,389
ENSMUSG00000033055,660,415
ENSMUSG00000029119,708,367
ENSMUSG00000039048,705,369
ENSMUSG00000040843,793,280
ENSMUSG00000020303,837,236
ENSMUSG00000027509,757,316
ENSMUSG00000041859,772,300
ENSMUSG00000022013,727,345
ENSMUSG00000042558,707,365
ENSMUSG00000042129,859,213
ENSMUSG00000030677,611,461
ENSMUSG00000031808,574,498
ENSMUSG00000037022,564,508
ENSMUSG00000031918,765,307
ENSMUSG00000020109,671,400
ENSMUSG00000021144,670,401
ENSMUSG00000038949,729,341
ENSMUSG00000045671,768,302
ENSMUSG00000039275,729,341
ENSMUSG00000027628,711,359
ENSMUSG00000029714,663,407
ENSMUSG00000006717,659,410
ENSMUSG00000025451,765,304
ENSMUSG00000022687,584,485
ENSMUSG00000038880,763,306
ENSMUSG00000027222,757,311
ENSMUSG00000042878,541,526
ENSMUSG00000025209,571,496
ENSMUSG00000068264,609,458
ENSMUSG00000029559,673,394
ENSMUSG00000030101,751,316
ENSMUSG00000024414,616,450
ENSMUSG00000000340,675,391
ENSMUSG00000029176,784,282
ENSMUSG00000041852,733,332
ENSMUSG00000022749,734,331
ENSMUSG00000026754,776,289
ENSMUSG00000042272,750,315
ENSMUSG00000059713,654,411
ENSMUSG00000053329,691,373
ENSMUSG00000042298,694,370
ENSMUSG00000039031,694,369
ENSMUSG00000000278,801,260
ENSMUSG00000002280,652,409
ENSMUSG00000049800,728,332
ENSMUSG00000085148,851,209
ENSMUSG00000054509,755,305
ENSMUSG00000018736,807,252
ENSMUSG00000021149,789,270
ENSMUSG00000039233,699,360
ENSMUSG00000056952,699,360
ENSMUSG00000032690,357,701
ENSMUSG00000068299,771,287
ENSMUSG00000031639,723,335
ENSMUSG00000015668,654,404
ENSMUSG00000026469,784,273
ENSMUSG00000041278,676,381
ENSMUSG00000037992,700,357
ENSMUSG00000024799,679,378
ENSMUSG00000009681,708,348
ENSMUSG00000058586,690,366
ENSMUSG00000054843,720,336
ENSMUSG00000025533,729,327
ENSMUSG00000026496,690,365
ENSMUSG00000033004,752,303
ENSMUSG00000022426,701,354
ENSMUSG00000024137,503,552
ENSMUSG00000027680,719,336
ENSMUSG00000020859,853,201
ENSMUSG00000043140,747,307
ENSMUSG00000021482,756,297
ENSMUSG00000037262,720,333
ENSMUSG00000038495,731,322
ENSMUSG00000029265,752,301
ENSMUSG00000020115,776,276
ENSMUSG00000040263,707,345
ENSMUSG00000020903,668,383
ENSMUSG00000022247,807,244
ENSMUSG00000057130,575,476
ENSMUSG00000079442,611,440
ENSMUSG00000059495,777,274
ENSMUSG00000031226,672,379
ENSMUSG00000026005,832,218
ENSMUSG00000051864,623,427
ENSMUSG00000001380,741,309
ENSMUSG00000071652,712,338
ENSMUSG00000017264,703,347
ENSMUSG00000008167,736,314
ENSMUSG00000035139,729,320
ENSMUSG00000021928,749,300
ENSMUSG00000029535,594,455
ENSMUSG00000017144,741,307
ENSMUSG00000027599,673,375
ENSMUSG00000033365,706,342
ENSMUSG00000049305,626,422
ENSMUSG00000022346,746,301
ENSMUSG00000024491,778,269
ENSMUSG00000002731,749,298
ENSMUSG00000042737,712,335
ENSMUSG00000039000,764,283
ENSMUSG00000074064,682,365
ENSMUSG00000021112,746,300
ENSMUSG00000053453,677,369
ENSMUSG00000007050,607,439
ENSMUSG00000029571,748,298
ENSMUSG00000024182,723,322
ENSMUSG00000002718,747,298
ENSMUSG00000030263,839,206
ENSMUSG00000032702,670,374
ENSMUSG00000030595,714,330
ENSMUSG00000030720,637,407
ENSMUSG00000048429,788,256
ENSMUSG00000018377,692,351
ENSMUSG00000021244,763,280
ENSMUSG00000026790,611,432
ENSMUSG00000025747,627,416
ENSMUSG00000024260,617,425
ENSMUSG00000062995,692,350
ENSMUSG00000030714,657,385
ENSMUSG00000037466,512,529
ENSMUSG00000045045,659,382
ENSMUSG00000026851,728,312
ENSMUSG00000038816,758,282
ENSMUSG00000091567,561,479
ENSMUSG00000031634,782,258
ENSMUSG00000014470,510,530
ENSMUSG00000013833,601,438
ENSMUSG00000003662,721,318
ENSMUSG00000027358,832,207
ENSMUSG00000020329,654,384
ENSMUSG00000035051,662,376
ENSMUSG00000035173,728,310
ENSMUSG00000035268,539,498
ENSMUSG00000040359,756,281
ENSMUSG00000070697,699,338
ENSMUSG00000037905,691,346
ENSMUSG00000070939,717,319
ENSMUSG00000026605,589,447
ENSMUSG00000038160,748,288
ENSMUSG00000002319,710,326
ENSMUSG00000042289,632,404
ENSMUSG00000021187,805,230
ENSMUSG00000021431,694,341
ENSMUSG00000036850,751,284
ENSMUSG00000028948,672,363
ENSMUSG00000026213,635,399
ENSMUSG00000059149,784,249
ENSMUSG00000046822,709,324
ENSMUSG00000059895,638,395
ENSMUSG00000048175,712,321
ENSMUSG00000033187,771,262
ENSMUSG00000023883,771,262
ENSMUSG00000046982,656,377
ENSMUSG00000031592,719,314
ENSMUSG00000025785,764,269
ENSMUSG00000044770,633,399
ENSMUSG00000034579,677,355
ENSMUSG00000028096,622,410
ENSMUSG00000006215,587,445
ENSMUSG00000043279,659,373
ENSMUSG00000025495,668,364
ENSMUSG00000002031,535,497
ENSMUSG00000021711,629,402
ENSMUSG00000003623,577,454
ENSMUSG00000040325,777,254
ENSMUSG00000039294,670,360
ENSMUSG00000044224,684,346
ENSMUSG00000046201,708,321
ENSMUSG00000046707,638,391
ENSMUSG00000022412,754,274
ENSMUSG00000028958,580,448
ENSMUSG00000029389,663,365
ENSMUSG00000003848,662,366
ENSMUSG00000028430,726,301
ENSMUSG00000030138,635,392
ENSMUSG00000037857,714,312
ENSMUSG00000030042,753,273
ENSMUSG00000032435,745,281
ENSMUSG00000044502,696,329
ENSMUSG00000002963,565,460
ENSMUSG00000024098,695,329
ENSMUSG00000027412,572,452
ENSMUSG00000026511,672,351
ENSMUSG00000022235,780,243
ENSMUSG00000028980,684,339
ENSMUSG00000060090,805,218
ENSMUSG00000001150,598,424
ENSMUSG00000008333,729,293
ENSMUSG00000029178,763,259
ENSMUSG00000040713,703,318
ENSMUSG00000035958,604,417
ENSMUSG00000035521,657,364
ENSMUSG00000026956,747,274
ENSMUSG00000052056,726,295
ENSMUSG00000028643,697,324
ENSMUSG00000026111,765,255
ENSMUSG00000038240,668,352
ENSMUSG00000050244,795,225
ENSMUSG00000022629,769,251
ENSMUSG00000039205,621,399
ENSMUSG00000015013,709,311
ENSMUSG00000047123,691,328
ENSMUSG00000055373,737,282
ENSMUSG00000028886,697,322
ENSMUSG00000058440,717,302
ENSMUSG00000061374,655,364
ENSMUSG00000001829,606,413
ENSMUSG00000037253,792,226
ENSMUSG00000026643,662,356
ENSMUSG00000027677,779,239
ENSMUSG00000036622,606,412
ENSMUSG00000030304,767,251
ENSMUSG00000031935,747,271
ENSMUSG00000038866,783,234
ENSMUSG00000063236,689,328
ENSMUSG00000070934,827,190
ENSMUSG00000038542,558,459
ENSMUSG00000020647,716,300
ENSMUSG00000049799,826,190
ENSMUSG00000028651,667,349
ENSMUSG00000032402,694,322
ENSMUSG00000007338,602,413
ENSMUSG00000036327,687,327
ENSMUSG00000030056,660,354
ENSMUSG00000026174,682,331
ENSMUSG00000034107,625,388
ENSMUSG00000022774,740,273
ENSMUSG00000049739,584,429
ENSMUSG00000067369,674,339
ENSMUSG00000020847,632,380
ENSMUSG00000014905,849,163
ENSMUSG00000022095,570,442
ENSMUSG00000016624,707,305
ENSMUSG00000027469,567,445
ENSMUSG00000019478,650,361
ENSMUSG00000057406,615,395
ENSMUSG00000020485,516,492
ENSMUSG00000021340,647,361
ENSMUSG00000024777,683,325
ENSMUSG00000039988,719,289
ENSMUSG00000020993,668,339
ENSMUSG00000037260,607,400
ENSMUSG00000023805,663,343
ENSMUSG00000028273,749,257
ENSMUSG00000012123,669,337
ENSMUSG00000031403,742,264
ENSMUSG00000021067,707,298
ENSMUSG00000038736,758,247
ENSMUSG00000024570,588,417
ENSMUSG00000040506,609,396
ENSMUSG00000021094,776,228
ENSMUSG00000028919,500,504
ENSMUSG00000044037,618,386
ENSMUSG00000034947,646,357
ENSMUSG00000035949,721,282
ENSMUSG00000043432,694,309
ENSMUSG00000031754,721,282
ENSMUSG00000037579,458,544
ENSMUSG00000022756,656,346
ENSMUSG00000048612,842,160
ENSMUSG00000067365,729,273
ENSMUSG00000030780,598,404
ENSMUSG00000018574,738,263
ENSMUSG00000050747,827,174
ENSMUSG00000014846,564,437
ENSMUSG00000046792,688,312
ENSMUSG00000079316,632,368
ENSMUSG00000028049,688,311
ENSMUSG00000034135,630,369
ENSMUSG00000049550,704,294
ENSMUSG00000073889,594,403
ENSMUSG00000030747,776,221
ENSMUSG00000031600,737,260
ENSMUSG00000021710,753,243
ENSMUSG00000024132,605,391
ENSMUSG00000038024,654,342
ENSMUSG00000003721,783,212
ENSMUSG00000019868,687,308
ENSMUSG00000041625,647,348
ENSMUSG00000038759,601,394
ENSMUSG00000033429,698,297
ENSMUSG00000024759,706,288
ENSMUSG00000015757,651,342
ENSMUSG00000022856,586,407
ENSMUSG00000023829,559,434
ENSMUSG00000025195,665,328
ENSMUSG00000027349,667,326
ENSMUSG00000035637,609,384
ENSMUSG00000052299,710,282
ENSMUSG00000041058,727,265
ENSMUSG00000037656,585,407
ENSMUSG00000036188,579,412
ENSMUSG00000021759,640,351
ENSMUSG00000020464,741,249
ENSMUSG00000037353,607,383
ENSMUSG00000021018,688,301
ENSMUSG00000024077,742,247
ENSMUSG00000027130,704,285
ENSMUSG00000028709,600,389
ENSMUSG00000028952,570,419
ENSMUSG00000018363,594,394
ENSMUSG00000037343,676,312
ENSMUSG00000033022,469,519
ENSMUSG00000030691,691,297
ENSMUSG00000049106,671,316
ENSMUSG00000055116,726,261
ENSMUSG00000032413,741,246
ENSMUSG00000000378,605,381
ENSMUSG00000028944,639,347
ENSMUSG00000004567,643,343
ENSMUSG00000001962,711,275
ENSMUSG00000020721,711,274
ENSMUSG00000022469,564,421
ENSMUSG00000028106,729,256
ENSMUSG00000029725,663,322
ENSMUSG00000022323,828,156
ENSMUSG00000039206,725,259
ENSMUSG00000031668,802,182
ENSMUSG00000019861,725,258
ENSMUSG00000040651,679,304
ENSMUSG00000047888,676,307
ENSMUSG00000002428,666,316
ENSMUSG00000066151,669,313
ENSMUSG00000002870,597,385
ENSMUSG00000033192,620,362
ENSMUSG00000032309,695,287
ENSMUSG00000026389,613,368
ENSMUSG00000020116,655,326
ENSMUSG00000020843,597,384
ENSMUSG00000029993,686,295
ENSMUSG00000042178,585,396
ENSMUSG00000001062,614,367
ENSMUSG00000032202,651,329
ENSMUSG00000042015,644,335
ENSMUSG00000040688,527,452
ENSMUSG00000043241,655,324
ENSMUSG00000028398,723,256
ENSMUSG00000052293,746,232
ENSMUSG00000067235,699,279
ENSMUSG00000027200,815,163
ENSMUSG00000078671,568,410
ENSMUSG00000046032,694,284
ENSMUSG00000019794,684,293
ENSMUSG00000022378,742,235
ENSMUSG00000022702,695,282
ENSMUSG00000026858,570,407
ENSMUSG00000020781,556,420
ENSMUSG00000042472,695,280
ENSMUSG00000026127,673,301
ENSMUSG00000002279,642,332
ENSMUSG00000091512,650,324
ENSMUSG00000023452,612,362
ENSMUSG00000045969,579,395
ENSMUSG00000022898,642,331
ENSMUSG00000036281,577,396
ENSMUSG00000043059,561,412
ENSMUSG00000073617,612,360
ENSMUSG00000063787,549,423
ENSMUSG00000058704,603,369
ENSMUSG00000000876,563,409
ENSMUSG00000047501,815,157
ENSMUSG00000029687,643,329
ENSMUSG00000049755,626,345
ENSMUSG00000020778,627,344
ENSMUSG00000016833,713,258
ENSMUSG00000029507,703,268
ENSMUSG00000041632,649,321
ENSMUSG00000022048,601,369
ENSMUSG00000030245,637,333
ENSMUSG00000005150,599,371
ENSMUSG00000075528,598,371
ENSMUSG00000032218,480,489
ENSMUSG00000042363,720,248
ENSMUSG00000040209,659,309
ENSMUSG00000030279,613,355
ENSMUSG00000037455,727,240
ENSMUSG00000057691,611,356
ENSMUSG00000030301,654,313
ENSMUSG00000051359,677,289
ENSMUSG00000028684,589,377
ENSMUSG00000025340,657,309
ENSMUSG00000048930,579,387
ENSMUSG00000039046,648,317
ENSMUSG00000040383,722,243
ENSMUSG00000037344,640,325
ENSMUSG00000030917,516,449
ENSMUSG00000033373,582,382
ENSMUSG00000028882,609,355
ENSMUSG00000025995,725,238
ENSMUSG00000022560,625,338
ENSMUSG00000022682,592,371
ENSMUSG00000024944,544,419
ENSMUSG00000071647,578,385
ENSMUSG00000027761,559,404
ENSMUSG00000026427,595,367
ENSMUSG00000059883,668,294
ENSMUSG00000038957,608,354
ENSMUSG00000040865,709,252
ENSMUSG00000041231,582,379
ENSMUSG00000045934,714,247
ENSMUSG00000030865,718,243
ENSMUSG00000043987,571,390
ENSMUSG00000006010,619,341
ENSMUSG00000044475,557,403
ENSMUSG00000004931,635,325
ENSMUSG00000025358,589,371
ENSMUSG00000024208,543,417
ENSMUSG00000001248,462,498
ENSMUSG00000039461,563,397
ENSMUSG00000042377,669,290
ENSMUSG00000002055,440,519
ENSMUSG00000022231,563,396
ENSMUSG00000062906,521,438
ENSMUSG00000030091,541,418
ENSMUSG00000058239,611,348
ENSMUSG00000045752,624,335
ENSMUSG00000035529,748,210
ENSMUSG00000021140,591,367
ENSMUSG00000034525,646,312
ENSMUSG00000030942,709,249
ENSMUSG00000056228,498,460
ENSMUSG00000033885,695,262
ENSMUSG00000017831,728,229
ENSMUSG00000055093,550,407
ENSMUSG00000020952,690,266
ENSMUSG00000054733,673,283
ENSMUSG00000022105,665,291
ENSMUSG00000004462,670,286
ENSMUSG00000005982,632,323
ENSMUSG00000027552,677,278
ENSMUSG00000050931,683,272
ENSMUSG00000028496,682,273
ENSMUSG00000031921,607,348
ENSMUSG00000019790,627,327
ENSMUSG00000038481,590,364
ENSMUSG00000039458,658,296
ENSMUSG00000009640,574,380
ENSMUSG00000019782,640,313
ENSMUSG00000020716,689,264
ENSMUSG00000022263,714,239
ENSMUSG00000032228,688,265
ENSMUSG00000025557,711,241
ENSMUSG00000048100,664,288
ENSMUSG00000032420,725,227
ENSMUSG00000032411,615,337
ENSMUSG00000033813,706,245
ENSMUSG00000033701,552,399
ENSMUSG00000068086,465,486
ENSMUSG00000001517,404,547
ENSMUSG00000023994,764,186
ENSMUSG00000047613,599,351
ENSMUSG00000029440,638,312
ENSMUSG00000026600,714,235
ENSMUSG00000024384,681,268
ENSMUSG00000029267,687,262
ENSMUSG00000032661,457,492
ENSMUSG00000037808,689,260
ENSMUSG00000046432,576,373
ENSMUSG00000020935,575,373
ENSMUSG00000045799,661,287
ENSMUSG00000036459,685,263
ENSMUSG00000034168,755,192
ENSMUSG00000068663,615,332
ENSMUSG00000057572,626,321
ENSMUSG00000019763,571,375
ENSMUSG00000022973,657,289
ENSMUSG00000037461,607,338
ENSMUSG00000001151,578,367
